OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
755,G0000098p,Pequannock River,03P,1.04268658,5505.385151, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000098p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000098p.jpg,{A72EF777-3C3B-42AF-BEFE-13FDB3AA175A},5505.38532938866
756,G0000097p,Pequannock River,04P,1.04308698,5507.49927039, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000097p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000097p.jpg,{6733DC95-E71E-44B8-BA6E-50D13A27B5C4},5507.49918962385
757,G0000096p,Pequannock River,05P,0.47380477,2501.68918271, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000096p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000096p.jpg,{1265F83F-A97B-4D67-A7F1-A232A94C6F25},2501.68896765763
758,G0000104p,Posts Brook,09PR,0.42296587,2233.25977258, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000104p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000104p.jpg,{992E2465-E56B-40F6-A3AD-D1DA60908F6F},2233.25977257963
759,G0000107p,Pequannock River,06P,0.75757576,4000, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000107p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000107p.jpg,{F43D4AE5-BE71-4AB0-8387-C9861D12DC55},4000.00010656274
760,G0000116p,Naachpunkt Brook,10P,1.7521573,9251.39052415, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000116p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000116p.jpg,{EFA3E045-0B82-433E-B8DD-76C1014155E8},9251.3905241659
761,G0000111p,Pompton River,01PR,2.59806876,13717.8030409, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000111p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000111p.jpg,{F5DF47F8-6169-4B29-9E88-3D257BEA5518},13717.8030433904
762,G0000117p,Preakness Brook,09P,1.16092339,6129.67550538, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000117p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000117p.jpg,{2B89F697-E3B2-4729-8814-58FF5AB12D08},6129.67550536652
763,G0000119p,Preakness Brook,07PR,4.57721706,24167.7060885, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000119p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000119p.jpg,{64654A4C-104D-4CF2-A1B0-387F31B543B3},24167.7060884866
764,G0000118p,Preakness Brook,08P,1.64569911,8689.29128842, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000118p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000118p.jpg,{480A732B-BB32-482A-9AF7-5F1E66D70F4F},8689.29128840938
765,H0000144p,Branch 1 Harrys Brook,23P,0.25724018,1358.22813386, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000144p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000144p.jpg,{54B2E039-52C3-4FE9-A296-2BD1BA7729E3},1358.22813743115
766,G0000121p,Pequannock River,05PR,0.57233875,3021.94859351, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000121p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000121p.jpg,{68766DA3-BD06-4B80-A200-AD17F5A272E9},3021.94859350693
767,G0000124p,West Ditch,08P,0.72225033,3813.48173636, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000124p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000124p.jpg,{DCFC7585-FB72-4DEA-B51C-58D4063C2D9C},3813.48178203682
768,J0000017p,Stephens Lake Brook Branch 2,65,0.62839374,3317.91892168, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000017p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000017p.jpg,{CB94DB0D-A4C5-4A04-8DF3-E1B3C140F8F9},3317.91892168977
769,J0000018p,Stephens Lake Brook Branch 2,64,0.46606152,2460.80481476, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000018p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000018p.jpg,{D5594833-8335-46E6-BD36-12FE4754A3D5},2460.8048147586
770,J0000016p,Meadow Brook Branch 2,66,0.59531173,3143.24594615, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000016p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000016p.jpg,{D2E75667-8F91-4D09-85A2-A9C28684D29D},3143.24594614674
771,J0000019p,Stephens Lake Brook Branch 1,63,0.25635676,1353.56370659, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000019p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000019p.jpg,{121507EC-E45C-45AB-9A27-C42213610D6F},1353.56365143555
772,J0000019p,Stephens Lake Brook,63,0.34995621,1847.76878578, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000019p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000019p.jpg,{407E1455-B539-4799-A389-D74D6DA1E946},1847.76878577998
773,J0000024p,Cupsaw Brook Branch 4,58,0.23718456,1252.33445381, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000024p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000024p.jpg,{5AD75F12-97C5-4050-AAD9-B13D1A4668F6},1252.33445380125
774,J0000023p,Cupsaw Brook Branch 4,59,0.11363636,600, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000023p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000023p.jpg,{79A192AE-A11B-4268-9D76-11CEDAA9659F},600.000054189539
775,J0000024p,Cupsaw Brook Branch 3,58,0.17913484,945.83193795, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000024p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000024p.jpg,{8F70AAA2-A181-4718-8B7C-6EF409BC1637},945.831937949952
776,J0000025p,Cupsaw Brook Branch 3,57,0.25473632,1345.00778306, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000025p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000025p.jpg,{37E8253D-56DB-490E-81B0-42898C7ADB10},1345.00778305787
777,J0000025p,Cupsaw Brook Branch 2,57,0.15861785,837.50225287, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000025p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000025p.jpg,{66077433-93E7-442A-B42D-0717E9610A3C},837.502252866771
778,J0000031p,Burnt Meadow Brook Branch 5,51,0.4646389,2453.29340548, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000031p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000031p.jpg,{CE713B31-9AC7-40CA-93C2-1D04A59997C3},2453.29340549164
779,J0000037p,Stephens Lake Brook Branch 2,45,0.27132004,1432.56979841, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000037p.jpg,{CA2A91A0-9A49-47AD-BAE2-0E911D3F5E8E},1432.56982684265
780,J0000039p,Stephens Lake Brook,43,1.10159672,5816.43065625, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000039p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000039p.jpg,{81770D6A-D093-4120-8D18-0BEFF7A8BC14},5816.43065623375
781,J0000038p,Stephens Lake Brook,44,0.83996574,4435.01908781, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000038p.jpg,{3A254C13-79D7-4B73-A84D-1C0C62FA344A},4435.01908783201
782,J0000041p,Posts Brook Branch 2,41,0.76963581,4063.67706771, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000041p.jpg,{03BB91A7-948F-4CC7-9693-04BD94AB358C},4063.67706772036
783,J0000041p,Posts Brook Branch 1,41,0.56887053,3003.63641895, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000041p.jpg,{20249122-5A93-4D49-98DC-F1017E4C0529},3003.63641895108
784,J0000083p,Pequannock River,42,2.30700711,12180.9975196, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000083p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000083p.jpg,{91C773B1-F954-4137-A593-B61FED5B9B12},12180.9975195802
785,J0000087p,Posts Brook Branch 3,38,0.53232261,2810.66336262, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000087p.jpg,{BB895834-8878-4EA7-AE05-FF98CFF256F6},2810.66336260045
786,J0000088p,Posts Brook,37,2.25987506,11932.1403275, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000088p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000088p.jpg,{F57AFD86-B8ED-49E7-92F7-CF39E4431A29},11932.1403275224
787,J0000087p,Posts Brook,38,0.43521653,2297.94325704, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000087p.jpg,{CCCFD04A-839D-4DB4-AAF6-8FF509DA98DC},2297.94308913902
788,G0000056p,Passaic River,"PR-1,DVBL-1",16.52193425,87235.8128346, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000056p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000056p.jpg,{BDC8ED41-97D4-4D37-9B49-5FE89A930679},87235.8128345559
789,GGEW0002p,East Branch Rahway River,11,1.15123492,6078.5203625, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0002p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0002p.jpg,{809F6CF6-47BC-4883-A641-9EF832E298CF},6078.52036249731
790,GGEW0043p,Branch 10-30-1,5,0.06841665,361.23992428, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0043p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0043p.jpg,{23DDFCC0-2B4F-45F0-A980-90B6E8D20369},361.239924280205
791,GGEW0003p,Rahway River - West Branch,10,0.4432882,2340.5617134, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0003p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0003p.jpg,{C699F611-4588-480F-AC4F-FA816A7377B8},2340.56171340378
792,GGEW0004p,Rahway River - West Branch,9,0.88117018,4652.57855106, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0004p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0004p.jpg,{5AC21BDA-3D6F-400D-8231-EFA179B423C0},4652.57855105312
793,GGEW0044p,Stream 10-30,4,0.46254261,2442.22496536, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0044p.jpg,{ED5873BD-C962-4B8F-A589-FD19902FB73C},2442.22502934753
794,GGEW0044p,Branch 10-24,4,0.56299102,2972.59255933, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0044p.jpg,{A4F2B7AA-B396-49F0-A539-C52273CBA333},2972.59259117709
795,GGEW0044p,West Brook,4,0.84903316,4482.89506143, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0044p.jpg,{D8984B8F-A3EC-4D9B-90F2-3F209AD2288E},4482.89506143876
796,J0000035p,West Brook,47,2.01891105,10659.8503575, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000035p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000035p.jpg,{E7EDD7B8-C21E-4F47-A85B-AB0D5F1B2DCB},10659.8503230775
797,J0000036p,West Brook,46,0.27462121,1450, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000036p.jpg,{B7354DD6-754B-49ED-AEF0-B91A5C78851E},1450.00004667213
798,J0000040p,Stephens Lake Brook,42,0.54336953,2868.99111771, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000040p.jpg,{ED5DCBC8-40E0-45E4-AF36-6CB85B850F4F},2868.99111771191
799,J0000085p,West Brook Branch 7,41,0.57261672,3023.41629943, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000085p.jpg,{B51A6B02-ACB8-43A0-ACD8-A631706ECA76},3023.41629942642
800,J0000085p,West Brook,41,0.3030303,1600, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000085p.jpg,{4E5D8579-8697-4DD4-903D-561F176F2161},1600.00004180173
801,J0000086p,West Brook,40,1.05133534,5551.05060141, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000086p.jpg,{45B839AC-DD76-4787-8ED7-186D1FC3B49A},5551.05047470268
802,J0000096p,Cooley Brook,29,0.63160995,3334.9005211,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000096p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000096p.jpg,{51DBD7E3-C4B6-41BD-BAB9-F38DBDDA6571},3334.90026239283
803,SUPPVIII06p,Delaware River,03P,1.53793063,8120.27373264, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPVIII06p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPVIII06p.jpg,{DB6B3268-8E9F-4FFA-AF03-2C73D0D8691C},8120.27391351661
804,N0000074p,Great Brook,04p,0.51290028,2708.11349322, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000074p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000074p.jpg,{E530A0F4-F545-4DA8-A449-5F08C9158475},2708.11350497375
805,N0000048p,Great Brook,06p,1.10629001,5841.21123941, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000048p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000048p.jpg,{D7E3D89B-8441-4A95-B30F-A186F30A54FF},5841.2112394391
806,N0000089p,Tributary of Great Brook,19p,0.36457028,1924.93106057, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000089p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000089p.jpg,{D18E2EAC-9F6F-4398-B707-FCE7AE3CDF1C},1924.93113945409
807,N0000088p,Tributary of Great Brook,18p,0.36457028,1924.93106057, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000088p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000088p.jpg,{C6C5BE2E-80BC-4874-8B7F-87A126D5588F},1924.93098169352
808,M0000120p,Haynes Creek,14P,1.74537319,9215.57043359, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000120p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000120p.jpg,{F358EA7A-5252-4CF0-BB80-3F52C989811B},9215.57140824597
809,O0000095p,Yellow Brook tributary,10p,0.68169538,3599.35160164, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000095p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000095p.jpg,{90117A01-CB43-4ECD-8E7F-48EC413EF682},3599.35160162376
810,V0000038p,Yellow Brook,Sheet 14,1.26000533,6652.82816541, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000038p.jpg,{99DA417F-2617-4BB5-BC46-EBE8AAD73916},6652.82816541624
811,V0000091p,Wreck Pond Brook,Sheet 14,1.14994588,6071.71422806, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000091p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000091p.jpg,{5D035594-AEA3-407F-85B2-3EC142D1538C},6071.71435700831
812,J0000086p,Posts Brook Branch 4,40,0.32164156,1698.26745566, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000086p.jpg,{31597AD0-7567-47DE-BCA6-8C7F5BC9B844},1698.26745566102
813,O0000073p,North Branch Parkers Creek,01p,0.75937525,4009.50133562, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000073p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000073p.jpg,{B9A2131B-02F0-49EA-91A2-0BE106290861},4009.5013356223
814,O0000094p,Marl Brook,09p,0.96792507,5110.64436825, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000094p.jpg,{7C778F82-EA95-4804-B4D2-B3DFD3CB4370},5110.64436825328
815,O0000099p,Jumping Brook,01p,0.9918956,5237.20875387, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000099p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000099p.jpg,{88CFDD7F-561C-4A8E-BF30-2DDA8B4AF0C6},5237.20875387681
816,J0000093p,Belcher Creek Branch 1,32,0.06208094,327.78734275, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000093p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000093p.jpg,{BA553F25-004D-474B-8CB6-59E517F9A86D},327.787253458119
817,J0000095p,Green Brook,30,0.46591921,2460.05344494, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000095p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000095p.jpg,{ACB5C7E9-A634-417E-B419-3D0B82D577CE},2460.05353796002
818,J0000094p,Green Brook,31,0.01704545,90, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000094p.jpg,{C22D34CA-5581-4A7F-B5F3-CA23F56DDFD5},90.0000603804095
819,J0000099p,Greenwood Lake,26,1.03426854,5460.93787076, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000099p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000099p.jpg,{D4CC790F-48BB-496E-ACB0-19ABF15B515E},5460.93787075991
820,J0000097p,Belcher Creek,28,1.38962784,7337.23502002, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000097p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000097p.jpg,{FDF9BC0C-EE6D-412D-BBFB-AF6CB8591296},7337.23502002624
821,L0000067p,Lopatcong Creek,15P,0.44521218,2350.72030113,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000067p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000067p.jpg,{FB95CA87-B3EE-4B75-819F-B6DA252A64ED},2350.72043296871
822,L0000069p,Tributary No. 1 to Pohatcong Creek,13P,0.12190073,643.63583835, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000069p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000069p.jpg,{1DC03122-ADFF-4D3E-815C-8807E1334566},643.635838348505
823,L0000068p,Tributary No. 1 to Pohatcong Creek,14P,0.21672377,1144.30152199, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000068p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000068p.jpg,{39A1E04D-73D4-4D61-A9B2-6494C184C5F4},1144.30161594993
824,L0000086p,Tributary No. 1 to Buckhorn Creek,16P,0.17045455,900, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000086p.jpg,{47AED50C-DAE8-4E40-B32B-228E07973DF1},899.999929883405
825,L0000085p,Tributary No. 1 to Buckhorn Creek,17P,0.16545568,873.6060132, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000085p.jpg,{3F1B94DF-23BB-4C5E-B6DD-191AC420FD56},873.606176198599
826,L0000084p,Tributary No. 1 to Buckhorn Creek,18P,0.09469697,500, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000084p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000084p.jpg,{3B233790-0AE2-483B-882C-EB8D1DD458E2},499.999942063624
827,L0000083p,Tributary No. 1 to Buckhorn Creek,19P,0.07575758,400, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000083p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000083p.jpg,{CEA12A7E-A6E4-4DA1-A447-0F6DDA75B935},400.000149105683
828,L0000082p,Tributary No. 1 to Buckhorn Creek,20P,0.10037879,530, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000082p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000082p.jpg,{BF47F5BF-7C4B-4D9D-9F86-0A6B2CF65939},529.999764852598
829,L0000111p,Lopatcong Creek,04P,0.68478262,3615.65221952,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000111p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000111p.jpg,{9AB70BE6-610F-4712-B6F0-6BB3A2BD9F6F},3615.65267247402
830,L0000123p,Tributary No. 1 to Milford Creek,07P,0.36716302,1938.62076146, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000123p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000123p.jpg,{A831A672-A9D1-497F-B555-3FDF38735001},1938.62067500832
831,L0000160p,Tributary No. 1 to Swam Creek,04P,0.19498351,1029.51294289, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000160p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000160p.jpg,{E04CC152-0141-4E5A-896E-5A0DC09EF64E},1029.51282191042
832,L0000181p,Tributary No. 2 to Lopatcong,16P,0.84448459,4458.87864601, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000181p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000181p.jpg,{ABFEDE3B-26AD-441E-A617-961BD9012757},4458.8786459938
833,L0000180p,Tributary No. 2 to Lopatcong,17P,0.67506728,3564.35522219, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000180p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000180p.jpg,{13BF266D-45A0-416F-BDCD-05559FECDD1A},3564.35524022573
834,L0000185p,Tributary No. 1 to Lopatcong Creek,12P,0.65870041,3477.93816064, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000185p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000185p.jpg,{754FDCD9-583E-4A54-81B8-DFF1D26435E1},3477.93816062728
835,M0000098p,Tributary to Black Run,10P,1.3417947,7084.67600645, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000098p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000098p.jpg,{F22C6993-E230-4C11-93AF-0BA46AC62BA2},7084.67600646209
836,M0000103p,Tributary 1 to Barton Run,06P,0.90450655,4775.79458992, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000103p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000103p.jpg,{71DA2076-87E3-450D-A671-9CDA8C283D06},4775.79458993404
837,M0000101p,Tributary 2 to Barton Run,07P,0.6973,3681.74400273, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000101p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000101p.jpg,{DAAC5BF8-3AAF-476C-8025-1BF93FA4B5A7},3681.74400273437
838,M0000102p,Tributary 2 to Barton Run,"07P,(revised)",0.6973,3681.74400273, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000102p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000102p.jpg,{A29724EB-0263-455D-9F2C-00DEB6E078B9},3681.74400273437
839,M0000115p,Mimosa Lake Run,19P,0.8801237,4647.05314163, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000115p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000115p.jpg,{492E4B04-A8D2-4DCC-AAFF-94E5738CFB8D},4647.05314162254
840,M0000109p,Skeet Run,25P,1.20835409,6380.10957434, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000109p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000109p.jpg,{726E4A63-61DD-44FF-BF8C-3B04BC4FB4DE},6380.10957434028
841,M0000117p,Tributary to Ballinger Run,17P,0.18300469,966.26475556, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000117p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000117p.jpg,{F85CDEE0-8191-40EB-B31D-0376011A3EB1},966.264755549087
842,M0000124p,Tributary 1 to Barton Run,10P,0.29179996,1540.70379738, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000124p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000124p.jpg,{5C175712-43B7-4517-9E36-5463BE3A897D},1540.70379736511
843,M0000155p,South Branch Rancocas Creek tributary,11P,0.85227703,4500.02270368, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000155p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000155p.jpg,{75B932DE-9509-48A8-9C2D-18815567EF52},4500.02256287382
844,M0000154p,South Branch Rancocas Creek tributary,12P,0.85228061,4500.04163123, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000154p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000154p.jpg,{A657FD10-F866-4594-A43E-DE192E3B6F22},4500.04175486804
845,M0000153p,South Branch Rancocas Creek tributary,13P,0.91758406,4844.84384714, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000153p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000153p.jpg,{BA830C87-1818-4985-BD7C-84EF9887C320},4844.84386433345
846,M0000161p,Southwest Branch Rancocas Creek,05P,1.07722725,5687.75986935, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000161p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000161p.jpg,{CDB948DE-B68C-45CD-9B0D-F525DDAA8DFC},5687.75986934526
847,M0000172p,Tributary to Country Lake,18P,1.30116973,6870.17616156, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000172p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000172p.jpg,{A163281D-F090-466B-9161-B4258B7FCC74},6870.17616155592
