"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Cedar Grove North Res Dam","","","NJ00548","","NJ00548","City of Newark, Department of Water and Sewer Utilities","Local Government","Local Government","26-74","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.86496666666667","-74.2089","Passaic","New Jersey","Little Falls","","Offstream","Congressional District 11, New Jersey","LITTLE FALLS TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","51","","","51","51-100 feet","587","","1903","1900-1909","2584","2584","2082","98","0.45","0","","","","","","","","2022-04-11","2021-04-13","2","High","Satisfactory","2021-04-13","Yes","2020-12-29","https://damsafety.org/new-jersey"
"Pine Lake Park Dam","","","NJ00091","","NJ00091","Township of Manchester","Local Government","Local Government","29-35","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.0067","-74.24844999999999","Ocean","New Jersey","Lakehurst","","Union Branch Toms River","Congressional District 04, New Jersey","MANCHESTER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","16","","","16","Less than 25 feet","260","","1931","1930-1939","843","843","357","150","63","3513","","","","","","","","2022-04-11","2022-03-02","2","Significant","Satisfactory","2022-03-02","Yes","2018-03-23","https://damsafety.org/new-jersey"
"Squibb Dam","","","NJ00937","","NJ00937","Bristol-Myers Squibb Co.","Private","Private","28-144","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.318816666666656","-74.70656666666666","Mercer","New Jersey","","","Shipetauken Creek-TR","Congressional District 12, New Jersey","LAWRENCE TOWNSHIP","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth;Gravity","","","26.3","","","26.3","25-50 feet","770","","","Undetermined","144","144","123","15","0.27","422","","","","","","","","2022-04-11","2020-05-12","4","Low","Satisfactory","2020-05-12","Not Required","","https://damsafety.org/new-jersey"
"Pachoango Dam","","","NJ00414","","NJ00414","Wynlake Homes, LLC","Private","Private","31-101","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.80735","-74.87781666666666","Burlington","New Jersey","Medford","","Kettel Run","Congressional District 03, New Jersey","EVESHAM TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","300","","","Undetermined","86","","86","20","2.3000000000000003","280","","","","","","","","2022-04-11","2018-05-31","4","Low","Satisfactory","2018-05-31","Not Required","","https://damsafety.org/new-jersey"
"Christian Health Care Center Dam","","","NJ01058","","NJ01058","Christian Health Care Center","Private","Private","23-143","","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.98301666666666","-74.17068333333333","Bergen","New Jersey","Wyckoff","","Offstream","Congressional District 05, New Jersey","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","320","","","Undetermined","6","6","0","0","0.05","22","","","","","","","","2022-04-11","2021-06-10","2","Significant","Not Rated","","Yes","2019-05-10","https://damsafety.org/new-jersey"
"Burnt Bog Dam","","","NJ00861","","NJ00861","Lakeside at Medford Homeowners","Private","Private","31-88","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.83801666666667","-74.84375","Burlington","New Jersey","","","Cedar Run","Congressional District 03, New Jersey","MEDFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","250","","","Undetermined","123","123","96","16","0.45","172","","","","","","","","2022-04-11","2018-11-27","4","Low","Satisfactory","2018-11-27","Not Required","","https://damsafety.org/new-jersey"
"Clove Lake Dam","","","NJ00259","","NJ00259","Community Corporation of Highpoint, Inc.","Private","Private","21-56","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.30291666666667","-74.76773333333334","Sussex","New Jersey","","","Shimers Brook","Congressional District 05, New Jersey","MONTAGUE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11.4","","","11.4","Less than 25 feet","400","","","Undetermined","284","","284","72","5.2","0","","","","","","","","2022-04-11","2015-10-22","4","Low","Satisfactory","2015-10-22","Not Required","","https://damsafety.org/new-jersey"
"Timber Lakes Dam","","","NJ00438","","NJ00438","Timber Lakes Community Association","Private","Private","31-106","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.638549999999995","-74.9488","Gloucester","New Jersey","","","Hospitality Branch","Congressional District 01, New Jersey","MONROE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","700","","","Undetermined","52","","52","50","8.4","","","","","","","","","2022-04-11","2019-06-27","4","Low","Satisfactory","2019-06-27","Not Required","","https://damsafety.org/new-jersey"
"Spruce Lake Dam","","","NJ00437","","NJ00437","Timber Lakes Community Association","Private","Private","31-99","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.641749999999995","-74.95688333333334","Gloucester","New Jersey","","","Hospitality Branch","Congressional District 01, New Jersey","MONROE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","9","","","9","Less than 25 feet","850","","","Undetermined","78","","78","50","13.700000000000001","","","","","","","","","2022-04-11","2019-06-27","4","Low","Satisfactory","2019-06-27","Not Required","","https://damsafety.org/new-jersey"
"Cupsaw Lake Dam","","","NJ00194","","NJ00194","Cupsaw Lake Inprovement Association","Private","Private","23-52","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.11081666666666","-74.25091666666667","Passaic","New Jersey","","","Cupsaw Brook","Congressional District 05, New Jersey","RINGWOOD BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","35","","","35","25-50 feet","430","","1930","1930-1939","698","","698","69","4.2","0","","","","","","","","2022-04-11","2021-10-15","2","High","Poor","2021-10-15","Yes","2021-12-10","https://damsafety.org/new-jersey"
"Morse Lake Dam","","","NJ00223","","NJ00223","Morse Lake Property Owners Association","Private","Private","23-40","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.02221666666666","-74.31378333333333","Passaic","New Jersey","","","Irish Brook","Congressional District 11, New Jersey","BLOOMINGDALE BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","260","","","Undetermined","61","","61","12","1.5","","","","","","","","","2022-04-11","2021-06-01","4","Low","Satisfactory","2021-06-01","Not Required","","https://damsafety.org/new-jersey"
"Hunterdon Learning Center Dam","","","NJ00878","","NJ00878","Hunterdon Learning Center","Private","Private","24-147","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.69836666666666","-74.86551666666666","Hunterdon","New Jersey","High Bridge","","South Branch Raritan River","Congressional District 07, New Jersey","LEBANON TOWNSHIP","","","Natural Resources Conservation Service","","","","","","Recreation","Recreation","Earth","Earth","","","35","","","35","25-50 feet","310","","1971","1970-1979","62","62","14","2","0.4","","","","","","","","","2022-04-11","2001-11-19","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 85 Dam","","","NJ00737","","NJ00737","John Christopher Probasco","Private","Private","28-101","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.09778333333333","-74.61978333333333","Burlington","New Jersey","Wallace Mill","","Black Creek","Congressional District 03, New Jersey","CHESTERFIELD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","480","","1950","1950-1959","91","91","70","10","7.6000000000000005","125","","","","","","","","2022-04-11","2002-05-07","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 87 Dam","","","NJ00728","","NJ00728","J. Calvin and  D.J. Reid","Private","Private","28-103","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.095483333333334","-74.60186666666667","Burlington","New Jersey","","","Black Creek-TR","Congressional District 03, New Jersey","NORTH HANOVER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","225","","","Undetermined","176","176","110","1","1.5","240","","","","","","","","2022-04-11","","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Street Reservoir Dam","","","NJ00242","","NJ00242","Passaic Valley Water Commission","Local Government","Local Government","26-32","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.9011","-74.18638333333334","Passaic","New Jersey","West Paterson","","Slippery Rock Brook","Congressional District 11, New Jersey","WOODLAND PARK BOROUGH","","","","","","","","","Water Supply","Water Supply","Concrete","Arch;Concrete","","","26","","","26","25-50 feet","449","","1925","1920-1929","276","276","270","11","0.03","126","","","","","","","","2022-04-11","2021-06-30","2","High","Fair","2021-06-30","Yes","2022-01-25","https://damsafety.org/new-jersey"
"New Jersey No Name # 57 Dam","","","NJ00826","","NJ00826","Fair Winds Farm, Inc.","Private","Private","28-96","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.14091666666667","-74.55296666666666","Monmouth","New Jersey","","","Crosswicks Creek-TR","Congressional District 04, New Jersey","UPPER FREEHOLD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","16.6","","","16.6","Less than 25 feet","618","","","Undetermined","102","","102","13","0.2","0","","","","","","","","2022-04-11","2007-05-26","4","Low","Poor","2007-05-26","Not Required","","https://damsafety.org/new-jersey"
"Amphibious Lake Dam","Amphibious Lake","","NJ00457","","NJ00457","USAF AMC","Federal","Federal","","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","US Air Force","39.99583","-74.601944","Burlington","New Jersey","BROWNS MILLS","1.6","NEWBOLD RUN","","NEW HANOVER","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","Recreation","Recreation","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","13","11","21","21","Less than 25 feet","400","","1967","1960-1969","126","126","61","13.5","0.62","130","Controlled","","0","0","0","2008","","2022-04-18","2020-08-31","4","Low","Not Available","","Yes","2009-11-01","https://www.af.mil/"
"New Jersey No Name # 88 Dam","","","NJ00727","","NJ00727","Clavin Reid","Private","Private","28-104","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.09035","-74.60336666666666","Burlington","New Jersey","","","Black Creek-TR","Congressional District 03, New Jersey","NORTH HANOVER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","20","","","20","Less than 25 feet","175","","","Undetermined","228","228","168","12","0.8","503","","","","","","","","2022-04-11","","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 15 Dam","","","NJ00385","","NJ00385","Catherine Kattermann","Private","Private","22-205","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.19503333333333","-74.65906666666666","Sussex","New Jersey","Pellettown","","Branch Papakating Creek","Congressional District 05, New Jersey","WANTAGE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","750","","1955","1950-1959","270","270","31","7","0.47000000000000003","98","","","","","","","","2022-04-11","2002-05-01","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Mount Laurel Lake Dam","","","NJ00506","","NJ00506","Upper Greenwood Lake Property Owners","Private","Private","22-89","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.16578333333333","-74.38876666666665","Passaic","New Jersey","Upper Greenwood Lake","","Longhouse Brook","Congressional District 05, New Jersey","WEST MILFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","345","","1930","1930-1939","210","210","153","40","1.6","300","","","","","","","","2022-04-11","2002-03-29","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"John'S Lake Dam","","","NJ00673","","NJ00673","John Autore","Private","Private","22-201","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.29511666666666","-74.6466","Sussex","New Jersey","","","Clove Brook","Congressional District 05, New Jersey","WANTAGE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11","","","11","Less than 25 feet","1200","","","Undetermined","150","150","60","2","2.3000000000000003","","","","","","","","","2022-04-11","2018-10-25","4","Low","Satisfactory","2018-10-25","Not Required","","https://damsafety.org/new-jersey"
"Waddill Lake Dam","","","NJ00097","","NJ00097","Leisure Village Homeowners Association","Private","Private","29-52","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.05008333333333","-74.17808333333333","Ocean","New Jersey","Brick","","Kettle Creek","Congressional District 04, New Jersey","LAKEWOOD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12.5","","","12.5","Less than 25 feet","800","","1963","1960-1969","200","","200","30","3","78","","","","","","","","2022-04-11","2019-12-27","2","Significant","Fair","2019-12-27","Yes","2016-02-01","https://damsafety.org/new-jersey"
"Cliffwood Lake Dam","","","NJ00676","","NJ00676","Bruce E. Borri","Private","Private","22-239","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.11011666666667","-74.48018333333333","Sussex","New Jersey","","","Pequannock River-TR","Congressional District 05, New Jersey","VERNON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","20","","","20","Less than 25 feet","520","","1962","1960-1969","336","","336","25","0.11","9","","","","","","","","2022-04-11","2008-11-28","4","Low","Satisfactory","2008-11-28","Not Required","","https://damsafety.org/new-jersey"
"Doughty Pond Dam","","","NJ00080","","NJ00080","Atlantic City M.U.A.","Local Government","Local Government","36-1","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.43033333333333","-74.52056666666667","Atlantic","New Jersey","Absecon","","Absecon Creek","Congressional District 02, New Jersey","ABSECON CITY","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","18","","","18","Less than 25 feet","2850","","1914","1910-1919","2400","2400","750","225","16.7","3700","","","","","","","","2022-04-11","2020-07-17","2","Significant","Satisfactory","2020-07-17","Yes","2020-09-21","https://damsafety.org/new-jersey"
"Beaver Lake Dam","","","NJ01005","","NJ01005","Beaver Lake Realty Co.","Private","Private","22-237","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.09396666666667","-74.55901666666666","Sussex","New Jersey","Franklin","","Wallkill River","Congressional District 05, New Jersey","HARDYSTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11.5","","","11.5","Less than 25 feet","75","","1770","Before 1900","470","","470","110","0.8","","","","","","","","","2022-04-11","2020-05-16","4","Low","Satisfactory","2020-05-16","Not Required","","https://damsafety.org/new-jersey"
"Jumping Brook Dam","","","NJ00084","","NJ00084","New Jersey-American Water Company","Private","Private","29-55","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.20345","-74.06613333333334","Monmouth","New Jersey","Neptune","","Jumping Brook","Congressional District 04, New Jersey","NEPTUNE TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","10","","","10","Less than 25 feet","300","","1907","1900-1909","130","130","60","13","6.4","1200","","","","","","","","2022-04-11","2018-08-04","4","Low","Satisfactory","2018-08-04","Not Required","","https://damsafety.org/new-jersey"
"Silver Lake Dam","","","NJ00934","","NJ00934","PSE&G","Private","Private","25-235","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.49406666666667","-74.39738333333334","Middlesex","New Jersey","Piscataway","","Raritan-TR","Congressional District 06, New Jersey","EDISON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","31","","","31","25-50 feet","200","","1923","1920-1929","52","52","26","5","1.3","400","","","","","","","","2022-04-11","2021-09-14","4","Low","Satisfactory","2021-09-14","Not Required","","https://damsafety.org/new-jersey"
"Indian Lake Dam","","","NJ00167","","NJ00167","Indian Lake Community Club","Private","Private","25-37","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.890100000000004","-74.48446666666666","Morris","New Jersey","Denville","","Den Brook","Congressional District 11, New Jersey","DENVILLE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","19","","","19","Less than 25 feet","340","","1921","1920-1929","670","670","500","88","7.4","1204","","","","","","","","2022-04-11","2017-06-11","4","Low","Satisfactory","2017-06-11","Not Required","","https://damsafety.org/new-jersey"
"Lake Wasigan Dam","","","NJ00183","","NJ00183","KLINE P H  J P  T L / SASSONE  C K","Private","Private","21-88","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.9604","-74.93386666666666","Warren","New Jersey","","","Beaver Brook-TR","Congressional District 05, New Jersey","FRELINGHUYSEN TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","10","","","10","Less than 25 feet","760","","","Undetermined","70","70","60","20","0.42","76","","","","","","","","2022-04-11","2009-12-16","4","Low","Satisfactory","2009-12-16","Not Required","","https://damsafety.org/new-jersey"
"Hackettstown Res. Dam","","","NJ00142","","NJ00142","Ironbound Real Estate Holdings, LLC","Private","Private","24-67","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.86006666666667","-74.78723333333333","Morris","New Jersey","","","Mine Brook","Congressional District 07, New Jersey","MOUNT OLIVE TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Concrete","Concrete","","","38","","","38","25-50 feet","285","","","Undetermined","68","","68","48","1.5","530","","","","","","","","2022-04-11","2019-04-11","2","High","Poor","2019-04-11","Yes","2020-07-30","https://damsafety.org/new-jersey"
"Deer Pond Dam","","","NJ00157","","NJ00157","Deer Lake Club, Inc.","Private","Private","22-79","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.94045","-74.40811666666666","Morris","New Jersey","Boonton","","Stony Brook","Congressional District 11, New Jersey","BOONTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","17.3","","","17.3","Less than 25 feet","395","","1930","1930-1939","341","341","279","35","4.6000000000000005","1500","","","","","","","","2022-04-11","2020-09-21","4","Low","Satisfactory","2020-09-21","Not Required","","https://damsafety.org/new-jersey"
"Warren Mill Dam","","","NJ00765","","NJ00765","Warren Glenn Investments, LLC","Private","Private","24-5","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.63621666666667","-75.12026666666667","Hunterdon","New Jersey","Pohatcong","","Musconetcong River","Congressional District 07, New Jersey","HOLLAND TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","37.5","","","37.5","25-50 feet","330","","1916","1910-1919","117","117","28","6","148","12150","","","","","","","","2022-04-11","2021-12-15","2","High","Poor","2021-12-15","Yes","2018-04-19","https://damsafety.org/new-jersey"
"Apshawa Main Dam","","","NJ00318","","NJ00318","County of Passaic","Local Government","Local Government","22-1","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.02753333333333","-74.38535","Passaic","New Jersey","","","Apshawa Brook","Congressional District 05, New Jersey","WEST MILFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","22","","","22","Less than 25 feet","500","","1912","1910-1919","850","","850","45","1.3","155","","","","","","","","2022-04-11","2021-08-20","2","Significant","Satisfactory","2021-08-20","Yes","2016-08-19","https://damsafety.org/new-jersey"
"Oliphants Mill Lake Dam","","","NJ00397","","NJ00397","Oakwood Lakes Homeowners Association","Private","Private","31-100","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.88461666666666","-74.83196666666666","Burlington","New Jersey","","","Haynes Creek","Congressional District 03, New Jersey","MEDFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11.200000000000001","","","11.200000000000001","Less than 25 feet","200","","","Undetermined","90","","90","30","25.5","0","","","","","","","","2022-04-11","2010-07-25","4","Low","Satisfactory","2010-07-25","Not Required","","https://damsafety.org/new-jersey"
"Canistear Reservoir #1 Dam","","","NJ00485","","NJ00485","City of Newark, Department of Water and Sewer Utilities","Local Government","Local Government","22-192","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.11113333333333","-74.49213333333333","Sussex","New Jersey","","","Pacock Brook","Congressional District 05, New Jersey","HARDYSTON TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","70","","","70","51-100 feet","680","","1896","Before 1900","7400","","7400","302","5.3","0","","","","","","","","2022-04-11","2021-04-07","2","High","Fair","2021-04-07","Yes","2020-12-29","https://damsafety.org/new-jersey"
"Cherokee Lake Dam","","","NJ00785","","NJ00785","SJC Builders, Inc.","Private","Private","25-131","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.833749999999995","-74.59965","Morris","New Jersey","Mendham","","India Brook","Congressional District 11, New Jersey","RANDOLPH TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11.4","","","11.4","Less than 25 feet","680","","1948","1940-1949","61","61","36","6","0.7000000000000001","412","","","","","","","","2022-04-11","2008-12-09","4","Low","Satisfactory","2008-12-09","Not Required","","https://damsafety.org/new-jersey"
"Stephens Lake Dam","","","NJ00903","","NJ00903","Mountain Lake Estates, Inc.","Private","Private","23-113","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.05616666666667","-74.26716666666667","Passaic","New Jersey","","","High Mountain Brook","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","100","","","Undetermined","43","43","15","9","1.1","","","","","","","","","2022-04-11","2020-01-15","2","Significant","Fair","2020-01-15","Yes","2003-06-01","https://damsafety.org/new-jersey"
"Lake Kathryn Dam","","","NJ00269","","NJ00269","Mountain Shadows Lake Assoc.","Private","Private","21-29","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.098483333333334","-74.88636666666666","Sussex","New Jersey","Middleville","","Trout Brook","Congressional District 05, New Jersey","STILLWATER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","250","","1926","1920-1929","84","","84","12","0.1","","","","","","","","","2022-04-11","2015-04-11","4","Low","Satisfactory","2015-04-11","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 58 Dam","","","NJ00653","","NJ00653","Michael T. & Heather Mendiburu","Private","Private","22-204","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.1973","-74.65191666666666","Sussex","New Jersey","Sussex Borough","","Papakating River-TR","Congressional District 05, New Jersey","WANTAGE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","18.2","","","18.2","Less than 25 feet","110","","","Undetermined","238","238","122","15","0.85","39","","","","","","","","2022-04-11","2001-11-30","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Yardley Road Lake Dam","","","NJ00927","","NJ00927","KNC Development, LLC","Private","Private","25-256","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.784749999999995","-74.56493333333333","Morris","New Jersey","Mendham","","Whippany River","Congressional District 11, New Jersey","MENDHAM TOWNSHIP","","","","","","","","","Flood Risk Reduction","Recreation;Flood Risk Reduction","Earth","Earth","","","30","","","30","25-50 feet","187","","","Undetermined","45","","45","2","0.5","","","","","","","","","2022-04-11","2018-04-11","2","High","Poor","2018-04-11","Yes","2017-09-18","https://damsafety.org/new-jersey"
"Hackensack Res. # 2 (Weehawken) Dam","","","NJ01011","","NJ01011","Township of Weehawken","Private","Private","26-69","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.76415","-74.02815","Hudson","New Jersey","","","Passaic River","Congressional District 08, New Jersey","WEEHAWKEN TOWNSHIP","","","","","","","","","","","Earth","Earth;Gravity","","","","","","0","Undetermined","2850","","","Undetermined","0","","","","0.1","","","","","","","","","2022-04-11","2021-06-30","2","High","Fair","2021-06-30","Yes","2021-08-24","https://damsafety.org/new-jersey"
"Sunset Lake Dam","","","NJ00659","","NJ00659","Sunset Lakes Homeowner  Association","Private","Private","22-232","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.03116666666666","-74.6115","Sussex","New Jersey","Sparta","","Sparta Glen-TR","Congressional District 11, New Jersey","SPARTA TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","200","","1925","1920-1929","85","85","54","11","0.75","675","","","","","","","","2022-04-11","2019-08-03","4","Low","Satisfactory","2019-08-03","Not Required","","https://damsafety.org/new-jersey"
"Oradell Reservoir Dam","","","NJ00258","","NJ00258","SUEZ Water New Jersey, Inc.","Private","Private","23-8","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.95621666666667","-74.02905","Bergen","New Jersey","New Milford","","Hackensack River","Congressional District 05, New Jersey","ORADELL BOROUGH","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","25","","","25","25-50 feet","402","","1922","1920-1929","10740","","10740","796","112","13600","","","","","","","","2022-04-11","2021-06-16","2","High","Fair","2021-06-16","Yes","2022-02-01","https://damsafety.org/new-jersey"
"Stag Pond Dam","","","NJ00323","","NJ00323","Stag Lake Corp.","Private","Private","22-120","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.98856666666666","-74.69018333333334","Sussex","New Jersey","Byram","","Lubbers Run-TR","Congressional District 11, New Jersey","BYRAM TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","90","","","Undetermined","200","200","150","23","0.3","90","","","","","","","","2022-04-11","2005-12-16","4","Low","Satisfactory","2005-12-16","Not Required","","https://damsafety.org/new-jersey"
"Patcong Lake Dam","","","NJ00585","","NJ00585","Lakeside Estates","Private","Private","36-6","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.38035","-74.57956666666666","Atlantic","New Jersey","Bargaintown","","Patcong Creek","Congressional District 02, New Jersey","EGG HARBOR TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","500","","1984","1980-1989","209","","209","10","11.200000000000001","","","","","","","","","2022-04-11","2008-03-12","4","Low","Satisfactory","2008-03-12","Not Required","","https://damsafety.org/new-jersey"
